title,type,genres,releaseYear,imdbId,imdbAverageRating,imdbNumVotes,availableCountries
"My Crazy Ex",tv,"Comedy, Drama",2014,tt3859618,7,330,US
Boomers,tv,Comedy,2014,tt3261308,7,592,CA
"Acapulco Shore",tv,"Reality-TV, Romance",2014,tt5459372,3.4,197,"AR, AU, BO, BR, CA, CL, CO, CR, DO, EC, GT, HN, MX, NI, PA, PE, PY, SV, US, VE"
Dice,tv,Comedy,2016,tt4688512,7.3,2040,"AT, AU, CH, DE, FR, GB, IE, IT"
"SuperNature - Wild Flyers",tv,Documentary,2016,tt5581730,7.9,95,CA
"Gordon Ramsay's Home Cooking",tv,Reality-TV,2013,tt3949700,8.4,70,"CA, US"
Flowers,tv,"Comedy, Drama",2016,tt5619658,8,6762,"CA, US"
"The Five",tv,"Crime, Drama, Mystery",2016,tt4370528,7.5,12392,DE
,tv,"Animation, Family, Kids",1975,,,,DE
"Time Traveling Bong",tv,"Comedy, Sci-Fi",2016,tt5562058,6.7,1776,US
"The Secret",tv,"Biography, Drama, Thriller",2016,tt5116280,7.1,3835,AU
"Feed the Beast",tv,"Crime, Drama",2016,tt5363766,6.7,3519,"BR, CL, CO, MX, US"
"Die Kanzlei",tv,"Crime, Drama",2015,tt5516894,5.6,53,DE
"Sports Detectives",tv,Sport,2016,tt5497100,7.7,31,"AT, US"
"Barneby Bear",tv,"Animation, Family",1997,tt0332985,6.3,72,DE
"Upstart Crow",tv,"Comedy, History",2016,tt4793190,7.7,4072,"CA, US"
Mum,tv,Comedy,2016,tt5687446,8.3,4009,"AU, CA, NO, US"
"Adam Devine's House Party",tv,Comedy,2013,tt2836308,6.1,288,US
"Ride with Norman Reedus",tv,Reality-TV,2016,tt5547946,8.2,1539,"CA, ES, US"
"24 to Life",tv,Drama,2016,tt5208672,6.6,63,US
"Genius by Stephen Hawking",tv,Documentary,2016,tt5593296,7.7,550,"GB, US"
Sketch-up,tv,Comedy,1984,tt0088607,7.6,149,DE
"The Dude Perfect Show",tv,"Comedy, Reality-TV",2016,tt5512420,6.9,259,"CA, US"
"Britain's Bloody Crown",tv,"Drama, History",2016,tt5362032,7.7,387,"CA, US"
"New Blood",tv,"Crime, Drama, Mystery",2016,tt4513868,7.3,3177,"CA, US"
"I'm Dying Up Here",tv,"Comedy, Drama",2017,tt4938700,7.5,4158,"AT, AU, CH, DE, FR, GB, IE, IT, US"
Cleverman,tv,"Drama, Fantasy, Sci-Fi",2016,tt4649420,6.4,3585,"DE, US"
"Barbarians Rising",tv,"Action, Documentary, Drama",2016,tt5807292,7.7,2299,US
"Agatha Raisin",tv,"Comedy, Crime, Drama",2014,tt5015548,7.2,6409,"AU, CA, GB, US"
"The American West",tv,"Drama, History, Western",2016,tt3738872,7.4,1749,US
Bull,tv,"Comedy, Crime, Drama",2016,tt5827228,7.1,23149,"AT, CA, CH, DE, FR, GB, IE, IT, US"
"Good Girls Revolt",tv,Drama,2015,tt4687892,8.1,6413,CA
Quarry,tv,"Crime, Drama, Thriller",2016,tt2980696,8,14622,US
"Cape Town",tv,"Crime, Thriller",2015,tt4760616,6.1,392,AU
Retribution,tv,"Drama, Mystery, Thriller",2016,tt5149528,7,9007,"AU, CA, NO, US"
"The Secret Agent",tv,"Drama, Thriller",2016,tt4902046,6,1094,"AU, CA, ES, GB"
"D.B. Cooper: Case Closed?",tv,"Documentary, History, Mystery",2016,tt5874554,6,156,US
"Shimmer and Shine",tv,"Adventure, Animation, Family",2015,tt4494948,5.2,654,"AR, AT, AU, BO, BR, CA, CH, CL, CO, CR, DE, DO, EC, FR, GB, GT, HN, IE, IT, MX, NI, PA, PE, PY, SV, US, VE"
"The Travels of the Young Marco Polo",tv,Animation,2013,tt3341090,7.5,51,DE
MacGyver,tv,"Action, Adventure, Drama",2016,tt1399045,5.4,23528,US
"Hell Below",tv,"Documentary, History, War",2016,tt5730102,7.6,199,US
"Man with a Plan",tv,Comedy,2016,tt5536400,7,11689,"CA, US"
Boomerang,tv,Comedy,2015,tt4132196,6.6,96,US
"Star Trek: Discovery",tv,"Action, Adventure, Drama",2017,tt5171438,7,140261,"AR, AT, AU, BO, BR, CA, CH, CL, CO, CR, DE, DO, EC, FR, GB, GT, HN, IE, IT, MX, NI, PA, PE, PY, SV, US, VE"
"Shaunie's Home Court",tv,Reality-TV,2016,tt5881634,6.7,33,US
"Blue Moon",tv,Drama,2016,tt4828090,7.5,473,ES
"The Son",tv,"Drama, History, Western",2017,tt3839822,7.5,7565,"CA, ES, US"
"Jeff Ross Presents Roast Battle",tv,Comedy,2016,tt5905202,7.2,680,US
"Chesapeake Shores",tv,"Drama, Family",2016,tt5151816,7.5,9639,US
"Countdown to Apocalypse",tv,Documentary,2012,tt2633066,5.4,32,US
"Naked Attraction",tv,"Game-Show, Reality-TV, Romance",2016,tt5969074,5.4,2112,CA
"Midnight Sun",tv,"Crime, Drama, Mystery",2016,tt4836846,7.4,5526,DE
Victoria,tv,"Biography, Drama, History",2016,tt5137338,8.2,31713,"AU, CA, NO, US"
"RuPaul's Drag Race All Stars",tv,"Game-Show, Reality-TV",2012,tt2301351,8.5,10173,"AR, BO, BR, CA, CL, CO, CR, DO, EC, GT, HN, MX, NI, PA, PE, PY, SV, US, VE"
"RuPaul's Drag Race All Stars: Untucked!",tv,Reality-TV,2012,tt9646834,7.2,735,"CA, US"
"Beyblade Burst",tv,"Action, Animation, Comedy",2016,tt6348126,6.9,1012,"AT, CH, DE"
"Sensitive Skin",tv,Comedy,2014,tt2490030,7.4,1203,GB
"National Treasure",tv,Drama,2016,tt5571524,7.3,3381,"AU, CA, US"
"Doctor Doctor",tv,"Comedy, Drama",2016,tt6015808,7.8,3594,"CA, US"
Cardinal,tv,"Crime, Drama, Mystery",2017,tt5583512,7.8,12024,AU
"Channel Zero",tv,"Drama, Fantasy, Horror",2016,tt4820370,7.2,12302,"CA, US"
"Finding Prince Charming",tv,Reality-TV,2016,tt5943890,5.5,232,AU
"Dirk Gently's Holistic Detective Agency",tv,"Action, Adventure, Comedy",2016,tt4047038,8.2,58706,US
Motherland,tv,Comedy,2016,tt6006350,8,8590,CA
"Stan Against Evil",tv,"Comedy, Fantasy, Horror",2016,tt5722214,7.3,6695,"AU, CA, ES, US"
"Joanna Lumley's Japan",tv,Documentary,2016,tt6028632,8.2,503,"CA, US"
Ambulance,tv,Documentary,2016,tt6079604,8.5,463,AU
"Geeking Out",tv,"Comedy, Talk-Show",2016,tt5460480,7.5,252,US
"WWII's Most Daring Raids",tv,Documentary,2016,tt7180738,7.5,47,US
Damned,tv,Comedy,2016,tt5839960,7.3,1257,"CA, US"
Freakish,tv,"Action, Drama, Horror",2016,tt5875646,6.1,3165,US
Facing,tv,Documentary,2016,tt6014022,6.8,100,DE
Him,tv,"Drama, Fantasy",2016,tt5214372,6.3,690,"CA, US"
"The Level",tv,"Crime, Drama, Thriller",2016,tt5810626,6.8,1909,"CA, GB, US"
"The Loud House",tv,"Adventure, Animation, Comedy",2015,tt4859164,6.9,8867,"AR, AT, AU, BO, BR, CA, CH, CL, CO, CR, DE, DO, EC, FR, GB, GT, HN, IE, IT, MX, NI, PA, PE, PY, SV, US, VE"
"Secret Daughter",tv,Drama,2016,tt5645790,6.2,324,CA
"Deep Water",tv,"Crime, Drama, Mystery",2016,tt6001964,6.8,3945,CA
Tutankhamun,tv,"Drama, History, Romance",2016,tt5193662,7.1,2514,"CA, US"
"Rock the Park",tv,"Adventure, Family, Reality-TV",2014,tt4093626,7.8,152,"GB, US"
"The Gary Owen Show",tv,Reality-TV,2016,tt6144626,8.2,40,US
"Doomsday: 10 Ways the World Will End",tv,Documentary,2016,tt6118306,7.1,163,US
"The Moonstone",tv,"Crime, Drama, Mystery",2016,tt5932466,6.1,670,"CA, US"
"The Killing Season",tv,"Crime, Documentary",2016,tt6064676,7.4,1611,US
"De Férias com o Ex Brasil",tv,Reality-TV,2016,tt8470764,5.7,163,"AR, BO, BR, CL, CO, CR, DO, EC, GT, HN, MX, NI, PA, PE, PY, SV, VE"
"Teen Mum",tv,Reality-TV,2017,tt7124372,5.9,41,AU
"Black Widows",tv,"Crime, Drama, Mystery",2016,tt5433600,6.4,841,CA
"In Plain Sight",tv,"Crime, Drama, Mystery",2016,tt6131920,7.4,2908,"AU, CA, US"
,tv,Comedy,2016,,,,DE
"Asia: Secret Lives, Hidden Places",tv,History,2013,tt6946858,7.4,14,"GB, US"
"Educando a Nina",tv,"Comedy, Drama, Music",2016,tt5615072,6.8,92,"AR, BO, CL, CO, CR, DO, EC, GT, HN, MX, NI, PA, PE, PY, SV, VE"
Valkyrien,tv,"Drama, Thriller",2017,tt5170828,7.3,2362,ES
"Ice Cream Girls",tv,Drama,2013,tt2372806,7,738,AU
Voice,tv,"Action, Crime, Mystery",2017,tt6212854,7.6,2751,"AR, AT, AU, BO, BR, CA, CH, CL, CO, CR, DE, DO, EC, FR, GB, GT, HN, IE, IT, MX, NI, PA, PE, PY, SV, US, VE"
"The Good Fight",tv,"Crime, Drama",2017,tt5853176,8.3,33373,"AT, AU, CA, CH, DE, US"
"Striking Out",tv,Drama,2017,tt5995370,7.6,2260,"AU, CA, ES, GB, US"
Ransom,tv,"Crime, Drama, Thriller",2017,tt5809150,6.6,4133,"CA, US"
"Mapp & Lucia",tv,"Comedy, Drama",2014,tt3567536,7.4,816,"CA, US"
Delicious,tv,"Comedy, Drama",2016,tt6059460,7,2103,"AU, CA, US"
,tv,Comedy,2016,,,,DE
"Alaska Aircrash Investigations",tv,Documentary,2016,tt5571102,7,57,"AT, US"
"Bobo Siebenschläfer",tv,Animation,2014,tt8811416,7.7,37,DE
"The Handmaid's Tale",tv,"Drama, Sci-Fi, Thriller",2017,tt5834204,8.4,264528,"AR, BO, BR, CL, CO, CR, DO, EC, GT, HN, MX, NI, PA, PE, PY, SV, VE"
"Mary Kills People",tv,Drama,2017,tt6236572,7.5,4695,AU
"The Real Mad Men of Advertising",tv,"Documentary, History",2017,tt6385572,7.4,89,"AU, US"
Maigret,tv,"Crime, Drama, Mystery",2016,tt15074312,7.8,2325,"CA, NO, US"
Harlots,tv,Drama,2017,tt5761478,7.7,10986,CA
"Newton's Law",tv,Drama,2017,tt5951152,7.2,828,"CA, US"
"Growing Up McGhee",tv,Family,2016,tt6462882,4.9,16,US
,tv,,2017,,,,"GB, US"
"Superior Donuts",tv,Comedy,2017,tt5462364,6.5,3571,US
,tv,,2017,,,,US
"Is O.J. Innocent? The Missing Evidence",tv,"Documentary, Mystery",2017,tt6335572,4.6,220,US
"Tina & Bobby",tv,"Biography, Drama, Romance",2017,tt5897284,5.8,353,"CA, US"
"WaPo Bodensee",tv,Crime,2017,tt5896868,4.7,69,DE
"The New Edition Story",tv,"Biography, Drama, Music",2017,tt5574940,8.8,3336,US
"Jeff & Some Aliens",tv,"Animation, Comedy, Sci-Fi",2017,tt4218824,7.9,1984,"AU, US"
Detroiters,tv,Comedy,2017,tt4779762,8.2,5362,"AU, CA, US"
"Digby Dragon",tv,Animation,2016,tt5874704,7.3,58,"GB, IE"
"Der König von St. Pauli",tv,"Crime, Drama",1998,tt0136356,6.2,296,DE
"Joanna Lumley in the Kingdom of the Thunderdragon",tv,Documentary,1997,tt0123353,8.1,18,"CA, US"
"Sun Records",tv,"Biography, Drama, History",2017,tt5583410,7.4,1093,US
"Nella the Princess Knight",tv,"Action, Adventure, Animation",2017,tt6415656,5.1,204,"AR, AT, AU, BO, BR, CA, CH, CL, CO, CR, DE, DO, EC, FR, GB, GT, HN, IE, IT, MX, NI, PA, PE, PY, SV, VE"
"The Good Karma Hospital",tv,Drama,2017,tt6441720,7.9,2986,"AU, CA, ES, GB, US"
"The Moorside",tv,"Crime, Drama, Mystery",2017,tt5327216,7.2,3218,"AU, CA, US"
"The Secret Life of 4, 5 and 6 Year Olds",tv,Documentary,2015,tt6620876,8.1,97,"GB, US"
"The White Princess",tv,"Drama, History, Romance",2017,tt5705956,7.5,16231,"BR, CA, CL, CO, IN, MX, US"
"Mission X",tv,Documentary,2002,tt0350431,,,GB
"Mama June: Family Crisis",tv,Reality-TV,2017,tt6663476,4.3,576,US
Rebel,tv,"Crime, Drama",2017,tt5651776,5.3,569,US
"Tin Star",tv,"Crime, Drama, Thriller",2017,tt4607112,7.2,16219,AU
"Navy SEALs: America's Secret Warriors",tv,Documentary,2017,tt6814144,7.5,103,US
"Bunsen Is a Beast",tv,"Adventure, Animation, Comedy",2017,tt6433606,4,805,AU
Riviera,tv,"Drama, Thriller",2017,tt5936448,6.7,9024,"AU, CA, US"
"The Replacement",tv,"Crime, Drama, Thriller",2017,tt6410708,6.5,3113,"AU, NO"
"Martin Clunes: Islands of Australia",tv,Documentary,2016,tt6438050,7.9,96,"CA, US"
"Alle Jahre wieder",tv,Comedy,2010,tt2977124,7.7,25,DE
,tv,,2017,,,,US
"Rebecka Martinsson",tv,"Crime, Drama, Mystery",2017,tt6623682,7.1,3247,"CA, US"
"Are You the One: Second Chances",tv,Reality-TV,2017,tt6715172,6.2,180,"AT, AU, CH, DE, FR, GB, IE, IT"
"Rich House, Poor House",tv,Documentary,2017,tt6713768,6.6,146,AU
"Vidago Palace",tv,"Drama, History, Romance",2017,tt5073948,6.7,225,"CA, US"
"The Boulet Brothers' Dragula",tv,"Game-Show, Horror, Reality-TV",2016,tt6289132,8.1,1688,"AU, CA, US"
"Alan Davies: As Yet Untitled",tv,"Comedy, Game-Show",2014,tt4460168,7.5,567,"CA, US"
Brockmire,tv,"Comedy, Drama, Sport",2017,tt5722190,8,6455,"AU, ES, US"
"Decline and Fall",tv,Comedy,2017,tt5789958,6.6,1457,"CA, US"
"The President Show",tv,"Comedy, Talk-Show",2017,tt6807442,6.5,1541,US
"Henry IX",tv,Comedy,2017,tt6059382,6.7,216,"CA, US"
,tv,Comedy,2017,,,,IT
"Hunter Street",tv,"Action, Adventure, Comedy",2017,tt6622316,7,893,"AR, AT, AU, BO, BR, CA, CH, CL, CO, CR, DE, DO, EC, FR, GB, GT, HN, IE, IT, MX, NI, PA, PE, PY, SV, VE"
Condor,tv,"Action, Drama, Thriller",2018,tt6510950,7.7,18510,"BR, CL, CO, MX"
"Zenith: Supercharged Family",tv,"Action, Adventure, Sci-Fi",2017,tt6506490,7.4,65,DE
,tv,,2011,,,,DE
"Just Tattoo of Us",tv,"Comedy, Drama, Reality-TV",2017,tt7716606,3.8,290,"AU, IT"
"JFK Declassified: Tracking Oswald",tv,Reality-TV,2017,tt6830318,4.7,253,US
"Little Boy Blue",tv,"Crime, Drama, History",2017,tt6816780,7.8,5825,"AU, CA, US"
"The Putin Interviews",tv,"Biography, Documentary",2017,tt6840134,7.4,5325,US
"Life and Death Row",tv,Documentary,2014,tt3638350,8.2,366,"CA, US"
"Elizabeth I",tv,"Drama, History",2017,tt6865750,7.3,270,"CA, US"
"Genius of the Modern World",tv,"Biography, Documentary, History",2016,tt5840122,7.6,1118,"CA, US"
Hindafing,tv,"Comedy, Drama",2017,tt5546156,7.7,770,DE
Broken,tv,Drama,2017,tt6078644,8.1,3463,US
,tv,Documentary,2017,,,,US
Digits,tv,Documentary,2016,tt6347484,7.9,100,"GB, US"
"Three Girls",tv,"Biography, Crime, Drama",2017,tt6835252,8.1,5433,"CA, US"
Redwater,tv,"Drama, Mystery, Thriller",2017,tt5620424,6.3,411,US
"Live PD: Police Patrol",tv,Crime,2017,tt6914160,7.7,363,US
"The Trial: A Murder in the Family",tv,"Crime, Documentary",2017,tt6890772,7.1,222,GB
"America: Promised Land",tv,History,2017,tt6950460,7,31,US
"Growing Up Hip Hop: Atlanta",tv,Reality-TV,2017,tt6905508,4,172,US
"De 12 van Oldenheim",tv,"Drama, Mystery, Thriller",2017,tt6840014,7.2,995,CA
"Escape at Dannemora",tv,"Biography, Crime, Drama",2018,tt6866266,7.9,29245,"AT, AU, CA, CH, DE, FR, GB, IE, IT, US"
"The Loch",tv,"Crime, Drama, Mystery",2017,tt6734482,6.9,6026,"AU, US"
"The Chi",tv,Drama,2018,tt6294706,7.5,8502,US
"Nature's Greatest Dancers",tv,Documentary,2015,tt4816552,8.1,22,CA
"America's War on Drugs",tv,"Documentary, History",2017,tt7026882,8.6,224,US
Tales,tv,Drama,2017,tt6971054,5.9,546,US
"Hood Adjacent with James Davis",tv,Comedy,2017,tt6769236,5.9,162,US
"Gay for Play Game Show Starring RuPaul",tv,Game-Show,2016,tt5713158,5.4,146,CA
"Carpool Karaoke",tv,Music,2017,tt6396082,5.5,504,"AE, AG, AR, AT, AU, AZ, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CL, CO, CR, CV, CY, CZ, DE, DK, DO, EC, EE, EG, ES, FI, FJ, FR, GB, GH, GR, GT, HK, HN, HU, ID, IE, IL, IN, IT, JO, JP, KR, LB, LT, LU, LV, MD, MT, MU, MX, MY, MZ, NI, NL, NO, NZ, OM, PA, PE, PH, PL, PT, PY, QA, RU, SA, SE, SG, SI, SK, SV, TH, TT, TW, UA, UG, US, VE, ZA"
"Mysterious Island",tv,"Action, Adventure, Fantasy",2005,tt0448965,4.4,2389,US
"Joanna Lumley's India",tv,Documentary,2017,tt7760676,7.8,218,"CA, US"
"Growing Up Gracefully",tv,"Comedy, Documentary",2017,tt7308578,8,39,CA
"Five by Five",tv,"Drama, Short",2017,tt6770204,6.2,140,"CA, US"
"Save Me",tv,"Drama, Mystery, Thriller",2017,tt7020532,7.9,2099,"AR, AT, AU, BO, BR, CA, CH, CL, CO, CR, DE, DO, EC, FR, GB, GT, HN, IE, IT, MX, NI, PA, PE, PY, SV, US, VE"
"America in Color",tv,"Biography, Documentary, History",2017,tt7085256,8.3,488,"AT, AU, CH, DE, FR, GB, IE, IT, US"
Taken,tv,"Crime, Documentary",2016,tt5902924,8.1,19,US
"Frankie Drake Mysteries",tv,"Crime, Drama, Mystery",2017,tt6881870,6.8,3297,AU
Instinct,tv,"Crime, Drama, Mystery",2018,tt4124758,6.7,9024,"AR, BO, BR, CL, CO, CR, DO, EC, GT, HN, MX, NI, PA, PE, PY, SV, VE"
"Killing Eve",tv,"Action, Adventure, Drama",2018,tt7016936,8.1,141883,"CA, US"
"In the Dark",tv,"Crime, Drama, Mystery",2017,tt5729304,6.8,3691,"CA, NO, US"
"American Ripper",tv,"Documentary, History, Mystery",2017,tt7132032,6.2,755,US
"Feuer & Flamme: Mit Feuerwehrmännern im Einsatz",tv,Documentary,2017,tt7995922,8.8,127,DE
"Welcome to the Wayne",tv,"Adventure, Animation, Comedy",2017,tt7050084,6.8,557,US
"The Miniaturist",tv,"Drama, Fantasy, Mystery",2017,tt6889090,7,6334,AU
"The Age of Robots",tv,Documentary,2015,tt6946748,,,GB
"Siesta Key",tv,Reality-TV,2017,tt7183282,4.9,876,"AR, AU, BO, BR, CL, CO, CR, DO, EC, GB, GT, HN, IE, MX, NI, PA, PE, PY, SV, US, VE"
"China from Above",tv,Documentary,2015,tt4872012,7.7,134,"DE, US"
"Living the Dream",tv,"Comedy, Drama",2017,tt7138426,6.8,705,"CA, US"
"The State",tv,"Drama, Thriller",2017,tt6068620,7.1,1615,US
"Project Nazi: Blueprints of Evil",tv,Documentary,2017,tt6926044,7.5,130,"GB, US"
"Yo Soy Franky",tv,Family,2015,tt5152136,6.8,183,"AR, BO, BR, CL, CO, CR, DO, EC, GT, HN, MX, NI, PA, PE, PY, SV, VE"
"Inside Windsor Castle",tv,"Biography, Documentary, History",2017,tt6529388,7.7,77,US
"Dear Murderer",tv,Drama,2017,tt6566480,6.5,64,"AU, CA"
"Bob Servant Independent",tv,Comedy,2013,tt2237342,7.2,292,"CA, US"
,tv,Documentary,2015,,,,DE
"Murder Maps",tv,"Crime, History",2015,tt5075360,7.5,640,US
"The New Age of Terror",tv,Documentary,2017,tt7177264,7,29,US
"Lorna Doone",tv,"Drama, Romance",2000,tt0259786,6.9,2059,"CA, US"
"Critter Quest!",tv,Adventure,2007,tt1152461,,,"AT, AU, CH, DE, FR, GB, IE, IT"
,tv,Documentary,2011,,,,DE
"Naked Snctm",tv,"Drama, Reality-TV, Romance",2017,tt7306102,5,164,US
Wallykazam!,tv,"Adventure, Animation, Family",2014,tt3514798,7.6,875,"AU, CA, US"
"Combat Ships",tv,"Documentary, War",2017,tt7174736,7.1,73,US
"Supply & Demand",tv,Drama,1998,tt0127395,5.8,77,"CA, US"
Dinotopia,tv,"Adventure, Family, Fantasy",2002,tt0233044,6.5,6766,US
"The Murder of Laci Peterson",tv,"Crime, Documentary",2017,tt7293016,7.3,1513,US
"Rusty Rivets",tv,"Animation, Comedy, Family",2016,tt5742760,5.2,275,"AR, AT, AU, BO, BR, CH, CL, CO, CR, DE, DO, EC, FR, GB, GT, HN, IE, IT, MX, NI, PA, PE, PY, SV, VE"
"Black Love",tv,Documentary,2017,tt7217498,6.2,626,US
Liar,tv,"Crime, Drama, Thriller",2017,tt6021284,7.1,11535,"CA, US"
Found,tv,Documentary,2016,tt7207430,7.7,144,US
"The Poison Tree",tv,Drama,2012,tt2321708,5.7,3191,CA
"Road to 9/11",tv,Documentary,2017,tt7370510,8.1,131,US
"La Mante",tv,"Crime, Drama, Thriller",2017,tt6467482,7.4,14488,ES
"I Am Frankie",tv,"Comedy, Drama, Sci-Fi",2017,tt5620962,6.1,1057,"AT, AU, CA, CH, DE, FR, GB, IE, IT, US"
"Amazing Hotels: Life Beyond the Lobby",tv,Documentary,2017,tt6684082,7.7,480,"CA, US"
"One Dollar",tv,"Drama, Mystery, Thriller",2018,tt7230898,6.7,968,"AR, AU, BO, BR, CL, CO, CR, DO, EC, GT, HN, MX, NI, PA, PE, PY, SV, US, VE"
"Active Shooter: America Under Fire",tv,"Crime, Documentary",2017,tt7449708,8.5,844,US
Back,tv,"Comedy, Drama",2017,tt5676590,7.3,3671,"AU, US"
Jenny,tv,Drama,2017,tt8031144,7.7,18,DE
"Comedy Central Stand-Up Presents",tv,Comedy,2017,tt7425626,6.4,42,US
"Broke Straight Boys TV",tv,Reality-TV,2014,tt5082522,7.2,61,CA
,tv,,2017,,,,CA
,tv,Comedy,2015,,,,DE
Superstition,tv,"Drama, Fantasy, Horror",2017,tt7379872,5.1,2086,US
Waco,tv,"Crime, Drama, History",2018,tt6040674,7.9,26367,"AR, AT, AU, BO, BR, CA, CH, CL, CO, CR, DE, DO, EC, FR, GB, GT, HN, IE, IT, MX, NI, PA, PE, PY, SV, US, VE"
"Ride Upon the Storm",tv,Drama,2017,tt5651032,7.6,1749,DE
Jailers,tv,Drama,2017,tt6353166,7.5,193,US
"Face Value",tv,Game-Show,2017,tt8051176,8.5,26,US
"I'm Fine",tv,"Comedy, Drama",2016,tt6077528,6.6,52,CA
,tv,Reality,2017,,,,"AR, BO, CL, CO, CR, DO, EC, GT, HN, MX, NI, PA, PE, PY, SV, VE"
"The Last Post",tv,"Drama, History, Romance",2017,tt5133742,7.2,2944,AU
"Sherazade: The Untold Stories",tv,"Adventure, Animation, Comedy",2017,tt2436456,7.1,44,DE
Porridge,tv,"Comedy, Crime",2017,tt7448858,4.9,412,"AU, CA, US"
"The Dwelling Place",tv,Drama,1994,tt0211801,7,427,"CA, US"
"Ink Master: Angels",tv,Reality-TV,2017,tt7479160,5.5,454,US
Bang,tv,"Crime, Drama, Mystery",2017,tt7194490,6.6,616,"CA, GB"
"Ordeal by Innocence",tv,"Crime, Drama, Mystery",2018,tt6118426,7.2,12046,"AU, CA, US"
"The Comedy Get Down",tv,Comedy,2017,tt5867464,7.1,120,US
"Louis Theroux: Dark States",tv,Documentary,2017,tt7492256,7.8,1190,"CA, US"
"Xploration Outer Space",tv,"Documentary, Family",2014,tt4397864,8.2,66,"GB, US"
"Dominion Creek",tv,"Action, Drama, Western",2015,tt5016670,6.2,215,US
"Combat Trains",tv,"Documentary, History, War",2015,tt5503368,5.8,31,US
"The Eleven",tv,"Crime, Documentary",2017,tt7557574,6.7,416,US
"Vienna: Empire, Dynasty and Dream",tv,History,2016,tt6374520,7.6,112,"CA, US"
"The BBC at War",tv,"Documentary, War",2015,tt4778344,7.2,29,"CA, US"
"Howards End",tv,"Drama, Romance",2017,tt2577192,7.2,6819,"BR, CL, CO, MX, US"
"Labaule & Erben",tv,"Comedy, Drama",2018,tt7225566,6.8,88,DE
"Jamie's Quick & Easy Food",tv,Reality-TV,2017,tt7507476,8.2,129,US
"The Restaurant",tv,Drama,2017,tt5603140,8.2,5894,"CA, GB, US"
Hitler,tv,"Biography, Documentary",2016,tt6118330,7.4,385,GB
"Soundbreaking: Stories from the Cutting Edge of Recorded Music",tv,"Documentary, History, Music",2016,tt5359830,8.4,1431,US
"Ol' Man River, the Mighty Mississippi",tv,Documentary,2007,tt6946718,9,6,US
"This Farming Life",tv,Documentary,2016,tt14125350,9.1,90,"CA, US"
"Superheroes Decoded",tv,Documentary,2017,tt6799638,8.1,247,US
"Ancient Top 10",tv,History,2016,tt6954882,7.6,137,US
"The Sisters",tv,"Animation, Comedy, Family",2017,tt12363714,8,74,DE
"Acceptable Risk",tv,"Drama, Mystery, Thriller",2017,tt6980394,6.8,1560,"ES, GB, US"
"The Hunt for the Zodiac Killer",tv,"Crime, History, Reality-TV",2017,tt7784996,6.8,587,US
"Royal Recipes",tv,Documentary,2017,tt6445650,7.5,23,AU
"The Terror",tv,"Adventure, Drama, Horror",2018,tt2708480,7.9,55372,"CA, US"
Sunshine,tv,"Crime, Drama, Thriller",2017,tt6770896,7.5,251,"CA, US"
"Love, Lies and Records",tv,Drama,2017,tt6664704,7.2,946,"AU, CA, GB, US"
"Who Killed Tupac?",tv,"Biography, Crime, Documentary",2017,tt7623616,5.7,236,US
"Battle of Britain",tv,Documentary,2015,tt6136886,8.6,14,"CA, US"
"The Simple Heist",tv,"Comedy, Crime",2017,tt2313384,7,516,CA
"Secret History of Comics",tv,"Documentary, History",2017,tt5730352,7.9,571,"ES, US"
"Cold Blooded: The Clutter Family Murders",tv,Documentary,2017,tt7531564,7.1,504,US
,tv,"Documentary, Talk",2016,,,,"AT, AU, CA, CH, DE, FR, GB, IE, IT, US"
"Step Up: High Water",tv,"Drama, Music",2018,tt7369974,7.1,1675,"BR, CL, CO, IN, MX"
"MTV Floribama Shore",tv,Reality-TV,2017,tt7577814,5.2,1102,"AR, AU, BO, BR, CL, CO, CR, DO, EC, GT, HN, MX, NI, PA, PE, PY, SV, US, VE"
"Family Business",tv,"Comedy, Drama",2017,tt6730152,7.3,158,CA
"Mutt & Stuff",tv,Family,2015,tt4777214,5.9,237,CA
"Knight Squad",tv,"Adventure, Comedy, Family",2018,tt6911516,5.5,755,"AT, AU, CH, DE, FR, GB, IE, IT, US"
Bancroft,tv,"Crime, Drama, Mystery",2017,tt6712476,6.9,4198,"AU, CA, US"
"The Trade",tv,Documentary,2018,tt7958326,7.4,396,US
"Legendary Dudas",tv,Comedy,2016,tt4594958,7.1,96,CA
"Points de Repères",tv,"Animation, Family, History",2016,tt3790428,8.2,143,"GB, US"
"Keeping Faith",tv,"Drama, Mystery, Thriller",2017,tt6658720,7.1,5992,"AU, CA, US"
Amazingness,tv,Comedy,2017,tt7645846,5.5,106,US
"Psycho Kitty",tv,Reality-TV,2013,tt2538228,5.8,46,"CA, US"
"Noah's Ark",tv,"Adventure, Drama, Romance",1999,tt0168355,3.7,2169,US
McMafia,tv,"Crime, Drama, Thriller",2018,tt6271042,7.6,17325,"CA, US"
"Mary Berry's Country House Secrets",tv,Reality-TV,2017,tt7733436,8.6,73,"AU, CA, US"
"The Other Wife",tv,Romance,2012,tt2368215,5.1,238,"AU, CA, GB, US"
"The Secret",tv,Drama,2000,tt0253663,6.8,338,"CA, US"
"Catherine Cookson's Tilly Trotter",tv,"Drama, Romance",1999,tt0184164,6.9,541,"CA, US"
